"keyfield","com_nm","sci_nm","standard","total","weight"
"201710081245-123","Mojarra Spp","Eucinostomus spp",58.1,NA,4.1
"201710081245-123","Mojarra Spp","Eucinostomus spp",53.6,NA,3.4
"201710081245-123","Mojarra Spp","Eucinostomus spp",60.69,NA,4.7
"201710081245-123","Mojarra Spp","Eucinostomus spp",41.83,NA,1.7
"201710081245-123","Mojarra Spp","Eucinostomus spp",31.92,NA,0.67
"201710081245-123","Mojarra Spp","Eucinostomus spp",57.51,NA,3.8
"201710081245-123","Mojarra Spp","Eucinostomus spp",24.56,NA,0.17
"201710081245-123","Mojarra Spp","Eucinostomus spp",32.48,NA,0.61
"201710081245-123","Mojarra Spp","Eucinostomus spp",27.09,NA,0.28
"201710081245-123","Mojarra Spp","Eucinostomus spp",41.6,NA,1.5
"201710081245-123","Mojarra Spp","Eucinostomus spp",62.45,NA,5
"201710081245-123","Mojarra Spp","Eucinostomus spp",57.77,NA,4.6
"201710081245-123","Mojarra Spp","Eucinostomus spp",62.5,NA,5.2
"201710081245-123","Mojarra Spp","Eucinostomus spp",58.7,NA,4.1
"201710081245-123","Mojarra Spp","Eucinostomus spp",52.55,NA,3.2
"201710081245-123","Mojarra Spp","Eucinostomus spp",30.16,NA,0.53
"201710081245-123","Mojarra Spp","Eucinostomus spp",30.5,NA,0.57
"201710081245-123","Mojarra Spp","Eucinostomus spp",50.76,NA,3.2
"201710081245-123","Mojarra Spp","Eucinostomus spp",58.32,NA,4.4
"201710081245-123","Mojarra Spp","Eucinostomus spp",50.2,NA,2.6
"201710081245-123","Mojarra Spp","Eucinostomus spp",49.84,NA,2.4
"201710081245-123","Mojarra Spp","Eucinostomus spp",21.08,NA,0.078
"201710081245-123","Mojarra Spp","Eucinostomus spp",58,NA,4.7
"201710081245-123","Mojarra Spp","Eucinostomus spp",52.74,NA,3.2
"201710081245-123","Mojarra Spp","Eucinostomus spp",58.35,NA,4.1
"201710081245-123","Mojarra Spp","Eucinostomus spp",24.87,NA,0.26
"201710081245-123","Mojarra Spp","Eucinostomus spp",35.86,NA,0.94
"201710081245-123","Mojarra Spp","Eucinostomus spp",52.63,NA,3
"201710081245-123","Mojarra Spp","Eucinostomus spp",36.15,NA,0.84
"201710081245-123","Mojarra Spp","Eucinostomus spp",57.62,NA,4.3
"201710081245-123","Mojarra Spp","Eucinostomus spp",45.52,NA,2.1
"201710081245-123","Mojarra Spp","Eucinostomus spp",57.88,NA,3.9
"201710081245-123","Mojarra Spp","Eucinostomus spp",59.97,NA,4.8
"201710081245-123","Mojarra Spp","Eucinostomus spp",60.43,NA,4.4
"201710081245-123","Mojarra Spp","Eucinostomus spp",39.69,NA,1.2
"201710081245-123","Mojarra Spp","Eucinostomus spp",36.6,NA,0.91
"201710081245-123","Mojarra Spp","Eucinostomus spp",43.52,NA,1.5
"201710081245-123","Mojarra Spp","Eucinostomus spp",55.81,NA,3.5
"201710081245-123","Mojarra Spp","Eucinostomus spp",47.16,NA,2.1
"201710081245-123","Mojarra Spp","Eucinostomus spp",51,NA,2.8
"201710081245-123","Mojarra Spp","Eucinostomus spp",34.89,NA,0.76
"201710081245-123","Mojarra Spp","Eucinostomus spp",52.49,NA,2.8
"201710081245-123","Mojarra Spp","Eucinostomus spp",67.47,NA,6.3
"201710081245-123","Mojarra Spp","Eucinostomus spp",62.42,NA,4.9
"201710081245-123","Mojarra Spp","Eucinostomus spp",57.49,NA,4.4
"201710081245-123","Mojarra Spp","Eucinostomus spp",61.74,NA,4.5
"201710081245-123","Mojarra Spp","Eucinostomus spp",60.93,NA,4.7
"201710081245-123","Mojarra Spp","Eucinostomus spp",45.2,NA,1.7
"201710081245-123","Mojarra Spp","Eucinostomus spp",50.54,NA,2.7
"201710081245-123","Mojarra Spp","Eucinostomus spp",53.89,NA,3.6
"201710081245-123","Mojarra Spp","Eucinostomus spp",25.57,NA,0.23
"201710081245-123","Mojarra Spp","Eucinostomus spp",63.46,NA,4.9
"201710081245-123","Mojarra Spp","Eucinostomus spp",56.97,NA,3.6
"201710081245-123","Mojarra Spp","Eucinostomus spp",50.2,NA,2.4
"201710081245-123","Mojarra Spp","Eucinostomus spp",36.51,NA,0.94
"201710081245-123","Mojarra Spp","Eucinostomus spp",39.82,NA,1.2
"201710081245-123","Mojarra Spp","Eucinostomus spp",50.55,NA,2.5
"201710081245-123","Mojarra Spp","Eucinostomus spp",53.08,NA,2.8
"201710081245-123","Mojarra Spp","Eucinostomus spp",27.04,NA,0.32
"201710081245-123","Mojarra Spp","Eucinostomus spp",62.42,NA,4.9
"201710081245-123","Mojarra Spp","Eucinostomus spp",49.05,NA,2.2
"201710081245-123","Mojarra Spp","Eucinostomus spp",44.33,NA,1.7
"201710081245-123","Mojarra Spp","Eucinostomus spp",60.36,NA,4.8
"201710081245-123","Mojarra Spp","Eucinostomus spp",47.16,NA,2.2
"201710081245-123","Mojarra Spp","Eucinostomus spp",61.9,NA,4.7
"201710081245-123","Mojarra Spp","Eucinostomus spp",40.53,NA,1.3
"201710081245-123","Mojarra Spp","Eucinostomus spp",59.52,NA,4.5
"201710081245-123","Mojarra Spp","Eucinostomus spp",22.66,NA,0.21
"201710081245-123","Mojarra Spp","Eucinostomus spp",23.75,NA,0.22
"201710081245-123","Mojarra Spp","Eucinostomus spp",26.75,NA,0.31
"201710081245-123","Mojarra Spp","Eucinostomus spp",46.73,NA,2
"201710081245-123","Mojarra Spp","Eucinostomus spp",68.37,NA,6.6
"201710081245-123","Mojarra Spp","Eucinostomus spp",35.33,NA,0.78
"201710081245-123","Pinfish","Lagodon rhomboides",72.65,NA,9.6
"201710081245-123","Pinfish","Lagodon rhomboides",74.25,NA,11
"201710081245-123","Pinfish","Lagodon rhomboides",72.28,NA,8.7
"201710081245-123","Pinfish","Lagodon rhomboides",84.57,NA,15
"201710081245-123","Rainwater Killifish","Lucania parva",21.3,NA,0.14
"201710081245-123","Rainwater Killifish","Lucania parva",24.73,NA,0.2
"201710081245-123","Rainwater Killifish","Lucania parva",15.52,NA,0.064
"201710081245-123","Rainwater Killifish","Lucania parva",15.99,NA,0.067
"201710081245-123","Rainwater Killifish","Lucania parva",20,NA,0.13
"201710081245-123","White Grunt","Haemulon plumierii",40.03,NA,1.4
"201710081245-123","White Grunt","Haemulon plumierii",35.68,NA,0.78
"201710081245-123","White Grunt","Haemulon plumierii",49.73,NA,2.7
"201710081245-123","White Grunt","Haemulon plumierii",53.27,NA,3.3
"201710081245-123","White Grunt","Haemulon plumierii",42.51,NA,1.7
"201710081245-123","White Grunt","Haemulon plumierii",60.54,NA,4.9
"201710081245-123","White Grunt","Haemulon plumierii",63.24,NA,5.9
"201710081245-123","White Grunt","Haemulon plumierii",40.55,NA,1.4
"201710081245-123","White Grunt","Haemulon plumierii",69.29,NA,6.5
"201710081351-146","Anchovy Spp","Anchoa spp",28.25,NA,0.12
"201710081351-146","Anchovy Spp","Anchoa spp",27.74,NA,0.1
"201710081351-146","Fringed Filefish","Monacanthus ciliatus",27.69,NA,0.47
"201710081351-146","Fringed Filefish","Monacanthus ciliatus",42.27,NA,2
"201710081351-146","Fringed Filefish","Monacanthus ciliatus",32.29,NA,0.68
"201710081351-146","Mojarra Spp","Eucinostomus spp",25.61,NA,0.26
"201710081351-146","Mojarra Spp","Eucinostomus spp",19.11,NA,0.085
"201710081351-146","Mojarra Spp","Eucinostomus spp",68.76,NA,6.7
"201710081351-146","Mojarra Spp","Eucinostomus spp",62.08,NA,4.7
"201710081351-146","Mojarra Spp","Eucinostomus spp",36.15,NA,0.92
"201710081351-146","Mojarra Spp","Eucinostomus spp",49.65,NA,2.4
"201710081351-146","Mojarra Spp","Eucinostomus spp",45.38,NA,1.7
"201710081351-146","Mojarra Spp","Eucinostomus spp",31.89,NA,0.59
"201710081351-146","Mojarra Spp","Eucinostomus spp",51.58,NA,2.7
"201710081351-146","Mojarra Spp","Eucinostomus spp",51.36,NA,2.8
"201710081351-146","Mojarra Spp","Eucinostomus spp",27.44,NA,0.34
"201710081351-146","Mojarra Spp","Eucinostomus spp",29.32,NA,0.35
"201710081351-146","Mojarra Spp","Eucinostomus spp",53.06,NA,2.7
"201710081351-146","Mojarra Spp","Eucinostomus spp",30.16,NA,0.47
"201710081351-146","Mojarra Spp","Eucinostomus spp",62.83,NA,3.9
"201710081351-146","Mojarra Spp","Eucinostomus spp",49.23,NA,2.1
"201710081351-146","Mojarra Spp","Eucinostomus spp",31.18,NA,0.52
"201710081351-146","Mojarra Spp","Eucinostomus spp",16.56,NA,0.042
"201710081351-146","Mojarra Spp","Eucinostomus spp",44.76,NA,1.6
"201710081351-146","Mojarra Spp","Eucinostomus spp",57.32,NA,4.1
"201710081351-146","Mojarra Spp","Eucinostomus spp",35.39,NA,0.84
"201710081351-146","Mojarra Spp","Eucinostomus spp",66.68,NA,6.4
"201710081351-146","Mojarra Spp","Eucinostomus spp",50.71,NA,2.8
"201710081351-146","Mojarra Spp","Eucinostomus spp",74.49,NA,8
"201710081351-146","Mojarra Spp","Eucinostomus spp",22.77,NA,0.14
"201710081351-146","Pinfish","Lagodon rhomboides",78.11,NA,12
"201710081351-146","Pinfish","Lagodon rhomboides",79.03,NA,12
"201710081351-146","Pinfish","Lagodon rhomboides",79.91,NA,13
"201710081351-146","Pinfish","Lagodon rhomboides",71.5,NA,8.9
"201710081351-146","Rainwater Killifish","Lucania parva",18.87,NA,0.091
"201710081351-146","Rainwater Killifish","Lucania parva",19.06,NA,0.11
"201710081351-146","Rainwater Killifish","Lucania parva",20.14,NA,0.12
"201710081351-146","Rainwater Killifish","Lucania parva",20.05,NA,0.15
"201710081351-146","Rainwater Killifish","Lucania parva",22.15,NA,0.17
"201710081351-146","Rainwater Killifish","Lucania parva",16.57,NA,0.054
"201710081351-146","Rainwater Killifish","Lucania parva",19.13,NA,0.077
"201710081351-146","Spanish Sardine","Sardinella aurita",19.35,NA,0.021
"201710081351-146","Spanish Sardine","Sardinella aurita",19.2,NA,0.034
"201710081351-146","Spanish Sardine","Sardinella aurita",20,NA,0.041
"201710081351-146","Spanish Sardine","Sardinella aurita",21.3,NA,0.067
"201710081351-146","Spanish Sardine","Sardinella aurita",21.16,NA,0.047
"201710081351-146","Spanish Sardine","Sardinella aurita",20.83,NA,0.073
"201710081351-146","Spanish Sardine","Sardinella aurita",21.86,NA,0.072
"201710081351-146","Spanish Sardine","Sardinella aurita",19.79,NA,0.049
"201710081351-146","Spanish Sardine","Sardinella aurita",21.86,NA,0.061
"201710081351-146","Spanish Sardine","Sardinella aurita",22.37,NA,0.058
"201710081351-146","Spanish Sardine","Sardinella aurita",18.51,NA,0.028
"201710081351-146","Spanish Sardine","Sardinella aurita",18.99,NA,0.034
"201710081351-146","Spanish Sardine","Sardinella aurita",21.49,NA,0.074
"201710081351-146","Spanish Sardine","Sardinella aurita",19.8,NA,0.037
"201710081351-146","Spanish Sardine","Sardinella aurita",20.79,NA,0.044
"201710081351-146","Spanish Sardine","Sardinella aurita",20.81,NA,0.055
"201710081351-146","Spanish Sardine","Sardinella aurita",20.34,NA,0.046
"201710081351-146","Spanish Sardine","Sardinella aurita",20.51,NA,0.055
"201710081351-146","Spanish Sardine","Sardinella aurita",21.15,NA,0.049
"201710081351-146","Spanish Sardine","Sardinella aurita",18.57,NA,0.037
"201710081351-146","Spanish Sardine","Sardinella aurita",21.15,NA,0.059
"201710081351-146","Spanish Sardine","Sardinella aurita",19.18,NA,0.038
"201710081351-146","Spanish Sardine","Sardinella aurita",19.27,NA,0.029
"201710081351-146","Spanish Sardine","Sardinella aurita",19.12,NA,0.028
"201710081351-146","Spanish Sardine","Sardinella aurita",20.8,NA,0.05
"201710081351-146","Spanish Sardine","Sardinella aurita",35.03,NA,0.55
"201710081351-146","Spanish Sardine","Sardinella aurita",27.8,NA,0.24
"201710081351-146","Spanish Sardine","Sardinella aurita",27.8,NA,0.23
"201710081351-146","Spanish Sardine","Sardinella aurita",31.07,NA,0.36
"201710081351-146","Spanish Sardine","Sardinella aurita",29.35,NA,0.28
"201710081351-146","Spanish Sardine","Sardinella aurita",29.08,NA,0.34
"201710081351-146","Spanish Sardine","Sardinella aurita",29.93,NA,0.31
"201710081351-146","Spanish Sardine","Sardinella aurita",29.05,NA,0.27
"201710081351-146","Spanish Sardine","Sardinella aurita",28.69,NA,0.28
"201710081351-146","Spanish Sardine","Sardinella aurita",30.38,NA,0.37
"201710081351-146","Spanish Sardine","Sardinella aurita",26.7,NA,0.18
"201710081351-146","Spanish Sardine","Sardinella aurita",26.1,NA,0.17
"201710081351-146","Spanish Sardine","Sardinella aurita",24.69,NA,0.13
"201710081351-146","Spanish Sardine","Sardinella aurita",25.25,NA,0.18
"201710081351-146","Spanish Sardine","Sardinella aurita",22.92,NA,0.078
"201710081351-146","Spanish Sardine","Sardinella aurita",23.51,NA,0.1
"201710081351-146","Spanish Sardine","Sardinella aurita",22.97,NA,0.098
"201710081351-146","Spanish Sardine","Sardinella aurita",24.55,NA,0.12
"201710081351-146","Spanish Sardine","Sardinella aurita",24.01,NA,0.12
"201710081351-146","Spanish Sardine","Sardinella aurita",22.3,NA,0.076
"201710081351-146","Spanish Sardine","Sardinella aurita",23.45,NA,0.1
"201710081351-146","Spanish Sardine","Sardinella aurita",20.92,NA,0.064
"201710081351-146","White Grunt","Haemulon plumierii",35.49,NA,0.84
"201710081351-146","White Grunt","Haemulon plumierii",35.54,NA,0.84
"201710081447-168","Bluestriped Grunt","Haemulon sciurus",16.67,18.14,0.046
"201710081447-168","Bluestriped Grunt","Haemulon sciurus",19.77,23.3,0.09
"201710081447-168","Bluestriped Grunt","Haemulon sciurus",19.63,22.49,0.096
"201710081447-168","Bluestriped Grunt","Haemulon sciurus",19.71,22.18,0.1
"201710081447-168","Bluestriped Grunt","Haemulon sciurus",21.66,24.27,0.16
"201710081447-168","Bluestriped Grunt","Haemulon sciurus",26.02,29.84,0.29
"201710081447-168","Bluestriped Grunt","Haemulon sciurus",30.32,34.42,0.51
"201710081447-168","Bluestriped Grunt","Haemulon sciurus",33.15,38.6,0.65
"201710081447-168","Bluestriped Grunt","Haemulon sciurus",45.02,53.55,1.9
"201710081447-168","Gulf Pipefish","Syngnathus scovelli",16.86,37.3,0.025
"201710081447-168","Gulf Toadfish","Opsanus beta",26.09,NA,0.32
"201710081447-168","Mojarra Spp","Eucinostomus spp",42.87,NA,1.5
"201710081447-168","Mojarra Spp","Eucinostomus spp",59.49,NA,4.3
"201710081447-168","Mojarra Spp","Eucinostomus spp",15.83,NA,0.054
"201710081447-168","Mojarra Spp","Eucinostomus spp",25.45,NA,0.32
"201710081447-168","Rainwater Killifish","Lucania parva",18.19,NA,0.093
"201710081447-168","Rainwater Killifish","Lucania parva",13.35,NA,0.023
"201710081447-168","Rainwater Killifish","Lucania parva",21.69,NA,0.18
"201710081447-168","Rainwater Killifish","Lucania parva",19.33,NA,0.11
"201710081447-168","Rainwater Killifish","Lucania parva",19.26,NA,0.097
"201710081447-168","Rainwater Killifish","Lucania parva",18.71,NA,0.076
"201710091045-266","Mojarra Spp","Eucinostomus spp",66.99,NA,6.6
"201710091045-266","Mojarra Spp","Eucinostomus spp",56.61,NA,3.9
"201710091045-266","Mojarra Spp","Eucinostomus spp",46.87,NA,2
"201710091045-266","Mojarra Spp","Eucinostomus spp",29.7,NA,0.59
"201710091045-266","Mojarra Spp","Eucinostomus spp",60.3,NA,5
"201710091045-266","Mojarra Spp","Eucinostomus spp",45.78,NA,2.1
"201710091045-266","Mojarra Spp","Eucinostomus spp",66.13,NA,6.5
"201710091045-266","Mojarra Spp","Eucinostomus spp",67.2,NA,6.4
"201710091234-241","Goldspotted Killifish","Floridichthys carpio",13.61,NA,0.039
"201710091234-241","Gulf Pipefish","Syngnathus scovelli",20.97,49.75,0.065
"201710091234-241","Mojarra Spp","Eucinostomus spp",25.89,NA,0.26
"201710091234-241","Mojarra Spp","Eucinostomus spp",72.57,NA,8.4
"201710091234-241","Mojarra Spp","Eucinostomus spp",64.84,NA,5.7
"201710091234-241","Mojarra Spp","Eucinostomus spp",52.94,NA,3.3
"201710091234-241","Mojarra Spp","Eucinostomus spp",36.55,NA,1.1
"201710091234-241","Mojarra Spp","Eucinostomus spp",56.38,NA,3.8
"201710091234-241","Mojarra Spp","Eucinostomus spp",22.78,NA,0.25
"201710091234-241","Mojarra Spp","Eucinostomus spp",45.3,NA,1.8
"201710091234-241","Mojarra Spp","Eucinostomus spp",48.7,NA,2.3
"201710091234-241","Mojarra Spp","Eucinostomus spp",20.33,NA,0.15
"201710091234-241","Mojarra Spp","Eucinostomus spp",38.42,NA,1.2
"201710091234-241","Mojarra Spp","Eucinostomus spp",16.05,NA,0.073
"201710091234-241","Mojarra Spp","Eucinostomus spp",22.63,NA,0.18
"201710091234-241","Mojarra Spp","Eucinostomus spp",20.57,NA,0.15
"201710091234-241","Mojarra Spp","Eucinostomus spp",31.12,NA,0.67
"201710091234-241","Rainwater Killifish","Lucania parva",17.93,NA,0.1
"201710091234-241","Rainwater Killifish","Lucania parva",22.89,NA,0.21
"201710171308-270","Mojarra Spp","Eucinostomus spp",46.66,NA,2.2
"201710171308-270","Mojarra Spp","Eucinostomus spp",32.61,NA,0.77
"201710171308-270","Mojarra Spp","Eucinostomus spp",59.5,NA,4.7
"201710171308-270","Mojarra Spp","Eucinostomus spp",62.66,NA,5.6
"201710171308-270","Mojarra Spp","Eucinostomus spp",42.03,NA,1.7
"201710171308-270","Mojarra Spp","Eucinostomus spp",65.45,NA,7.5
"201710171308-270","Mojarra Spp","Eucinostomus spp",54.09,NA,3.5
"201710171308-270","Mojarra Spp","Eucinostomus spp",55.76,NA,3.7
"201710171308-270","Mojarra Spp","Eucinostomus spp",49.39,NA,2.6
"201710171308-270","Mojarra Spp","Eucinostomus spp",55.01,NA,4
"201710171308-270","Mojarra Spp","Eucinostomus spp",58.34,NA,4.8
"201710171308-270","Mojarra Spp","Eucinostomus spp",57.96,NA,4
"201710171308-270","Mojarra Spp","Eucinostomus spp",56.02,NA,4.1
"201710171308-270","Mojarra Spp","Eucinostomus spp",52.79,NA,3.3
"201710171308-270","Mojarra Spp","Eucinostomus spp",46.92,NA,2.4
"201710171308-270","Mojarra Spp","Eucinostomus spp",40.24,NA,1.4
"201710171308-270","Mojarra Spp","Eucinostomus spp",40.94,NA,1.4
"201710171308-270","Mojarra Spp","Eucinostomus spp",45.33,NA,1.7
"201710171308-270","Mojarra Spp","Eucinostomus spp",46.42,NA,2.3
"201711101130-618","Bay Anchovy","Anchoa mitchilli",26.96,NA,0.1
"201711101130-618","Bay Anchovy","Anchoa mitchilli",31.86,NA,0.24
"201711101130-618","Bay Anchovy","Anchoa mitchilli",25.37,NA,0.1
"201711101130-618","Bay Anchovy","Anchoa mitchilli",26.14,NA,0.1
"201711101130-618","Bay Anchovy","Anchoa mitchilli",22.49,NA,0.053
"201711101130-618","Bay Anchovy","Anchoa mitchilli",25.34,NA,0.076
"201711101130-618","Bay Anchovy","Anchoa mitchilli",21.23,NA,0.043
"201711101130-618","Bay Anchovy","Anchoa mitchilli",27.7,NA,0.12
"201711101130-618","Bay Anchovy","Anchoa mitchilli",22.53,NA,0.051
"201711101130-618","Bay Anchovy","Anchoa mitchilli",26.04,NA,0.091
"201711101130-618","Bay Anchovy","Anchoa mitchilli",21.77,NA,0.046
"201711101130-618","Bay Anchovy","Anchoa mitchilli",21.77,NA,0.037
"201711101130-618","Bay Anchovy","Anchoa mitchilli",26.59,NA,0.1
"201711101130-618","Bay Anchovy","Anchoa mitchilli",28.31,NA,0.14
"201711101130-618","Bay Anchovy","Anchoa mitchilli",24.69,NA,0.084
"201711101130-618","Bay Anchovy","Anchoa mitchilli",21.39,NA,0.069
"201711101130-618","Bay Anchovy","Anchoa mitchilli",22.29,NA,0.052
"201711101130-618","Bay Anchovy","Anchoa mitchilli",23.74,NA,0.074
"201711101130-618","Bay Anchovy","Anchoa mitchilli",25.71,NA,0.087
"201711101130-618","Bay Anchovy","Anchoa mitchilli",21.88,NA,0.047
"201711101130-618","Bay Anchovy","Anchoa mitchilli",24.45,NA,0.096
"201711101130-618","Bay Anchovy","Anchoa mitchilli",22.26,NA,0.046
"201711101130-618","Bay Anchovy","Anchoa mitchilli",23.38,NA,0.057
"201711101130-618","Bay Anchovy","Anchoa mitchilli",23.97,NA,0.082
"201711101130-618","Bay Anchovy","Anchoa mitchilli",26.54,NA,0.092
"201711101130-618","Bay Anchovy","Anchoa mitchilli",24.06,NA,0.055
"201711101130-618","Bay Anchovy","Anchoa mitchilli",24.02,NA,0.091
"201711101130-618","Bay Anchovy","Anchoa mitchilli",25.27,NA,0.064
"201711101130-618","Bay Anchovy","Anchoa mitchilli",23.83,NA,0.059
"201711101130-618","Bay Anchovy","Anchoa mitchilli",24.91,NA,0.091
"201711101130-618","Bay Anchovy","Anchoa mitchilli",41.41,NA,0.53
"201711101130-618","Bay Anchovy","Anchoa mitchilli",21.27,NA,0.044
"201711101130-618","Bay Anchovy","Anchoa mitchilli",24.32,NA,0.069
"201711101130-618","Bay Anchovy","Anchoa mitchilli",24.48,NA,0.079
"201711101130-618","Bay Anchovy","Anchoa mitchilli",21.32,NA,0.055
"201711101130-618","Bay Anchovy","Anchoa mitchilli",21.31,NA,0.051
"201711101130-618","Bay Anchovy","Anchoa mitchilli",28.64,NA,0.17
"201711101130-618","Bay Anchovy","Anchoa mitchilli",23.84,NA,0.09
"201711101130-618","Bay Anchovy","Anchoa mitchilli",24.34,NA,0.1
"201711101130-618","Bay Anchovy","Anchoa mitchilli",23.79,NA,0.1
"201711101130-618","Bay Anchovy","Anchoa mitchilli",25.73,NA,0.12
